Testing numbers_000001.png . . . 32223324 → 32223364 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000923.png . . . 83430 → 83930 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000924.png . . . 4483491 → 4483491 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000925.png . . . 328 → 328 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000926.png . . . 9465753 → 8465753 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000927.png . . . 22252278 → 22252278 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000928.png . . . 97087 → 82082 | 2/5 · 40.00% | [WRONG]
Testing numbers_000929.png . . . 8569385 → 3564385 | 5/7 · 71.43% | [WRONG]
Testing numbers_000930.png . . . 7581 → 7581 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000931.png . . . 012 → 012 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000932.png . . . 648393 → 69883 | 3/6 · 50.00% | [WRONG]
Testing numbers_000933.png . . . 63509551 → 63581551 | 6/8 · 75.00% | [WRONG]
Testing numbers_000934.png . . . 09561 → 09561 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000935.png . . . 3272 → 3272 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000936.png . . . 16649761 → 16647361 | 6/8 · 75.00% | [WRONG]
Testing numbers_000937.png . . . 209 → 204 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000938.png . . . 086858 → 086850 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000939.png . . . 4366505 → 4866505 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000940.png . . . 1798 → 1282 | 1/4 · 25.00% | [WRONG]
Testing numbers_000941.png . . . 9525633 → 8525633 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000942.png . . . 937 → 838 | 1/3 · 33.33% | [WRONG]
Testing numbers_000943.png . . . 9516 → 8516 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000944.png . . . 3923536 → 3323536 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000945.png . . . 81386041 → 81386041 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000946.png . . . 9436878 → 9436828 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000947.png . . . 7108314 → 2108314 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000948.png . . . 659 → 659 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000949.png . . . 757905 → 757305 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000950.png . . . 993 → 893 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000951.png . . . 82883 → 32883 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000952.png . . . 2320383 → 2320303 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000953.png . . . 8507658 → 8507658 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000954.png . . . 75652 → 70652 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000955.png . . . 9435412 → 8435412 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000956.png . . . 71311671 → 78311671 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000957.png . . . 97602063 → 92602063 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000958.png . . . 79808 → 79808 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000959.png . . . 1200934 → 1200834 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000960.png . . . 10894302 → 10894302 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000961.png . . . 15100168 → 15100668 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000962.png . . . 174324 → 176324 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000963.png . . . 90928 → 70328 | 3/5 · 60.00% | [WRONG]
Testing numbers_000964.png . . . 305 → 305 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000965.png . . . 845 → 845 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000966.png . . . 3605 → 3605 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000967.png . . . 33621 → 33621 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000968.png . . . 300 → 300 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000969.png . . . 892 → 89444 | 0/3 · 0.00% | [WRONG]
Testing numbers_000970.png . . . 45396472 → 45396872 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000971.png . . . 2210 → 2210 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000972.png . . . 0046714 → 0046214 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000973.png . . . 4407 → 4402 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000974.png . . . 258388 → 258388 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000975.png . . . 86933860 → 86833860 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000976.png . . . 160 → 160 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000977.png . . . 8091153 → 8081853 | 5/7 · 71.43% | [WRONG]
Testing numbers_000978.png . . . 606313 → 606313 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000979.png . . . 1110 → 1110 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000980.png . . . 9434 → 8434 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000981.png . . . 370 → 870 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000982.png . . . 174623 → 124623 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000983.png . . . 00708145 → 00708145 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000984.png . . . 34106 → 54106 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000985.png . . . 84622 → 84622 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000986.png . . . 1547 → 1047 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000987.png . . . 332726 → 332726 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000988.png . . . 42982200 → 42382200 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000989.png . . . 33330895 → 3330818 | 5/8 · 62.50% | [WRONG]
Testing numbers_000990.png . . . 29285600 → 29285600 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000991.png . . . 5640385 → 56404285 | 5/7 · 71.43% | [WRONG]
Testing numbers_000992.png . . . 861100 → 861800 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000993.png . . . 55515 → 25515 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000994.png . . . 72183 → 72183 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000995.png . . . 24481 → 246181 | 3/5 · 60.00% | [WRONG]
Testing numbers_000996.png . . . 141035 → 141035 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000997.png . . . 68850 → 68880 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000998.png . . . 141680 → 141680 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000999.png . . . 3465007 → 3465007 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001000.png . . . 64722880 → 64222880 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001001.png . . . 07554 → 03854 | 3/5 · 60.00% | [WRONG]
Testing numbers_001002.png . . . 7981 → 7981 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001003.png . . . 2029823 → 2029823 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001004.png . . . 4062 → 4062 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001005.png . . . 338146 → 338146 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001006.png . . . 011 → 021 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001007.png . . . 6640 → 6640 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001008.png . . . 004 → 004 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001009.png . . . 214725 → 214725 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001010.png . . . 62797 → 62342 | 2/5 · 40.00% | [WRONG]
Testing numbers_001011.png . . . 903311 → 4033311 | 4/6 · 66.67% | [WRONG]
Testing numbers_001012.png . . . 7979 → 7829 | 2/4 · 50.00% | [WRONG]
Testing numbers_001013.png . . . 314012 → 314012 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001014.png . . . 32140451 → 321406658 | 5/8 · 62.50% | [WRONG]
Testing numbers_001015.png . . . 0954 → 0957 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001016.png . . . 9581 → 8501 | 2/4 · 50.00% | [WRONG]
Testing numbers_001017.png . . . 25476075 → 25476078 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001018.png . . . 622 → 622 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001019.png . . . 48313973 → 48313973 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001020.png . . . 63677347 → 63671347 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001021.png . . . 70494 → 70494 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001022.png . . . 70413195 → 20413195 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001023.png . . . 730397 → 730342 | 4/6 · 66.67% | [WRONG]
Testing numbers_001024.png . . . 6666 → 6666 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001025.png . . . 755040 → 355040 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001026.png . . . 44410 → 44410 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001027.png . . . 0865280 → 0865284 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001028.png . . . 83858 → 838538 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001029.png . . . 00416799 → 50416334 | 4/8 · 50.00% | [WRONG]
Testing numbers_001030.png . . . 394 → 398 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001031.png . . . 0104 → 0109 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001032.png . . . 89967 → 88862 | 2/5 · 40.00% | [WRONG]
Testing numbers_001033.png . . . 4912154 → 4812154 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001034.png . . . 8631 → 8631 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001035.png . . . 726126 → 726126 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001036.png . . . 5587378 → 5588328 | 5/7 · 71.43% | [WRONG]
Testing numbers_001037.png . . . 397 → 347 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001038.png . . . 51305965 → 91303965 | 6/8 · 75.00% | [WRONG]
Testing numbers_001039.png . . . 11290 → 11270 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001040.png . . . 753 → 253 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001041.png . . . 8555128 → 8055128 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001042.png . . . 3816752 → 3816252 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001043.png . . . 3807 → 3802 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001044.png . . . 947725 → 947225 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001045.png . . . 808238 → 808238 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001046.png . . . 0147606 → 0142606 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001047.png . . . 29246 → 29246 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001048.png . . . 0820537 → 0820533 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001049.png . . . 2683 → 2683 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001050.png . . . 87373 → 87373 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001051.png . . . 120 → 820 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001052.png . . . 964 → 964 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001053.png . . . 27083076 → 63083076 | 6/8 · 75.00% | [WRONG]
Testing numbers_001054.png . . . 9888 → 2888 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001055.png . . . 54747 → 54247 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001056.png . . . 4424105 → 4424105 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001057.png . . . 76342660 → 76342660 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001058.png . . . 4049171 → 4049121 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001059.png . . . 552 → 522 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001060.png . . . 68091602 → 63091602 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001061.png . . . 876 → 876 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001062.png . . . 5524460 → 2524460 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001063.png . . . 698 → 688 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001064.png . . . 9608869 → 3608868 | 5/7 · 71.43% | [WRONG]
Testing numbers_001065.png . . . 835821 → 835821 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001066.png . . . 1376 → 1376 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001067.png . . . 0146 → 0146 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001068.png . . . 35651231 → 38651231 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001069.png . . . 47732689 → 48232687 | 5/8 · 62.50% | [WRONG]
Testing numbers_001070.png . . . 18534 → 182234 | 3/5 · 60.00% | [WRONG]
Testing numbers_001071.png . . . 7248 → 2248 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001072.png . . . 7294 → 7294 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001073.png . . . 297 → 282 | 1/3 · 33.33% | [WRONG]
Testing numbers_001074.png . . . 93108082 → 83108082 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001075.png . . . 9175547 → 9175242 | 5/7 · 71.43% | [WRONG]
Testing numbers_001076.png . . . 271877 → 221823 | 3/6 · 50.00% | [WRONG]
Testing numbers_001077.png . . . 8305410 → 8305410 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001078.png . . . 778972 → 228822 | 2/6 · 33.33% | [WRONG]
Testing numbers_001079.png . . . 4497110 → 4443110 | 5/7 · 71.43% | [WRONG]
Testing numbers_001080.png . . . 655 → 655 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001081.png . . . 84086489 → 84086453 | 6/8 · 75.00% | [WRONG]
Testing numbers_001082.png . . . 51541 → 51541 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001083.png . . . 08563000 → 08563000 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001084.png . . . 4544464 → 4584464 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001085.png . . . 788 → 288 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001086.png . . . 3324315 → 3324315 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001087.png . . . 681350 → 681350 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001088.png . . . 041 → 041 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001089.png . . . 5174982 → 0194882 | 4/7 · 57.14% | [WRONG]
Testing numbers_001090.png . . . 3946 → 3946 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001091.png . . . 1857 → 1057 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001092.png . . . 6122 → 6122 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001093.png . . . 04606 → 04606 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001094.png . . . 81601 → 51601 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001095.png . . . 349388 → 349388 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001096.png . . . 083 → 083 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001097.png . . . 055187 → 053187 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001098.png . . . 03427 → 03427 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001099.png . . . 27130 → 27130 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001100.png . . . 587170 → 587120 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001101.png . . . 58262 → 58262 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001102.png . . . 9490 → 8890 | 2/4 · 50.00% | [WRONG]
Testing numbers_001103.png . . . 887557 → 882551 | 4/6 · 66.67% | [WRONG]
Testing numbers_001104.png . . . 23698 → 23608 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001105.png . . . 9891226 → 9841226 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001106.png . . . 775337 → 275337 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001107.png . . . 29343677 → 29343672 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001108.png . . . 5681 → 5081 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001109.png . . . 59112 → 59112 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001110.png . . . 5332 → 5332 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001111.png . . . 14649612 → 14648612 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001112.png . . . 1812420 → 1812420 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001113.png . . . 159 → 129 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001114.png . . . 986443 → 756443 | 4/6 · 66.67% | [WRONG]
Testing numbers_001115.png . . . 0565 → 0568 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001116.png . . . 82920 → 82820 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001117.png . . . 602670 → 6012670 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001118.png . . . 07440315 → 07640315 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001119.png . . . 1945878 → 1490888 | 3/7 · 42.86% | [WRONG]
Testing numbers_001120.png . . . 84923969 → 84923969 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001121.png . . . 84113 → 84113 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001122.png . . . 73871 → 83821 | 3/5 · 60.00% | [WRONG]
Testing numbers_001123.png . . . 70360512 → 2036031 | 5/8 · 62.50% | [WRONG]
Testing numbers_001124.png . . . 0051 → 0051 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001125.png . . . 885 → 885 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001126.png . . . 0786538 → 0706538 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001127.png . . . 7833 → 2833 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001128.png . . . 1928 → 1920 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001129.png . . . 070 → 020 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001130.png . . . 6517 → 6512 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001131.png . . . 69457943 → 68457943 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001132.png . . . 77591 → 27591 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001133.png . . . 9557 → 9552 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001134.png . . . 1807 → 1807 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001135.png . . . 2298 → 2298 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001136.png . . . 295464 → 285464 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001137.png . . . 133 → 133 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001138.png . . . 147156 → 187156 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001139.png . . . 45427268 → 45427268 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001140.png . . . 7070475 → 2072878 | 3/7 · 42.86% | [WRONG]
Testing numbers_001141.png . . . 29596228 → 24586520 | 4/8 · 50.00% | [WRONG]
Testing numbers_001142.png . . . 6093 → 6033 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001143.png . . . 871 → 821 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001144.png . . . 5968 → 5868 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001145.png . . . 5413582 → 8413582 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001146.png . . . 4950 → 4750 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001147.png . . . 5382234 → 5382234 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001148.png . . . 854185 → 884185 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001149.png . . . 48703884 → 43203884 | 6/8 · 75.00% | [WRONG]
Testing numbers_001150.png . . . 0850194 → 0850194 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001151.png . . . 5276 → 5236 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001152.png . . . 3419 → 3419 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001153.png . . . 89327 → 88328 | 3/5 · 60.00% | [WRONG]
Testing numbers_001154.png . . . 120966 → 130966 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001155.png . . . 557800 → 353800 | 4/6 · 66.67% | [WRONG]
Testing numbers_001156.png . . . 48753388 → 48783358 | 6/8 · 75.00% | [WRONG]
Testing numbers_001157.png . . . 969751 → 864251 | 3/6 · 50.00% | [WRONG]
Testing numbers_001158.png . . . 78108 → 288108 | 3/5 · 60.00% | [WRONG]
Testing numbers_001159.png . . . 328494 → 525444 | 3/6 · 50.00% | [WRONG]
Testing numbers_001160.png . . . 733256 → 733252 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001161.png . . . 25468 → 25468 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001162.png . . . 05878 → 05828 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001163.png . . . 89831 → 29831 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001164.png . . . 5078033 → 5038033 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001165.png . . . 27128533 → 27128533 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001166.png . . . 45925 → 45925 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001167.png . . . 55036 → 55036 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001168.png . . . 4881889 → 4831889 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001169.png . . . 36444 → 36844 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001170.png . . . 5057 → 3057 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001171.png . . . 380 → 380 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001172.png . . . 8505 → 8505 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001173.png . . . 90530728 → 80530228 | 6/8 · 75.00% | [WRONG]
Testing numbers_001174.png . . . 93629171 → 93628121 | 6/8 · 75.00% | [WRONG]
Testing numbers_001175.png . . . 8688 → 8688 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001176.png . . . 62522 → 62522 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001177.png . . . 48984339 → 48884333 | 6/8 · 75.00% | [WRONG]
Testing numbers_001178.png . . . 1058164 → 1058164 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001179.png . . . 5567620 → 3567620 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001180.png . . . 275 → 225 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001181.png . . . 58900 → 58800 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001182.png . . . 351865 → 351865 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001183.png . . . 05392 → 05392 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001184.png . . . 8239 → 8232 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001185.png . . . 42884412 → 447684412 | 5/8 · 62.50% | [WRONG]
Testing numbers_001186.png . . . 32472 → 32482 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001187.png . . . 6323 → 6323 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001188.png . . . 2478387 → 2478387 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001189.png . . . 414622 → 418622 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001190.png . . . 9418 → 8418 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001191.png . . . 105006 → 1060006 | 4/6 · 66.67% | [WRONG]
Testing numbers_001192.png . . . 06355 → 06355 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001193.png . . . 76104 → 76104 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001194.png . . . 610567 → 610562 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001195.png . . . 5580 → 8580 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001196.png . . . 67577 → 62573 | 3/5 · 60.00% | [WRONG]
Testing numbers_001197.png . . . 6921909 → 6821708 | 4/7 · 57.14% | [WRONG]
Testing numbers_001198.png . . . 35815508 → 35815808 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001199.png . . . 712824 → 212824 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001200.png . . . 0052019 → 0052019 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001201.png . . . 55540 → 55540 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001202.png . . . 401908 → 401408 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001203.png . . . 1813 → 1813 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001204.png . . . 8416868 → 8416868 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001205.png . . . 94235 → 87235 | 3/5 · 60.00% | [WRONG]
Testing numbers_001206.png . . . 5219 → 0218 | 2/4 · 50.00% | [WRONG]
Testing numbers_001207.png . . . 089840 → 088840 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001208.png . . . 5533 → 5532 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001209.png . . . 4149 → 4149 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001210.png . . . 81819 → 81819 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001211.png . . . 193245 → 193245 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001212.png . . . 24707 → 24702 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001213.png . . . 05492809 → 05892808 | 6/8 · 75.00% | [WRONG]
Testing numbers_001214.png . . . 7388 → 2385 | 2/4 · 50.00% | [WRONG]
Testing numbers_001215.png . . . 8208686 → 0208686 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001216.png . . . 7226374 → 2226324 | 5/7 · 71.43% | [WRONG]
Testing numbers_001217.png . . . 90581 → 80581 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001218.png . . . 7422323 → 7422323 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001219.png . . . 555 → 255 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001220.png . . . 7583941 → 7533941 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001221.png . . . 4483405 → 8483405 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001222.png . . . 479 → 477 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001223.png . . . 818779 → 818228 | 3/6 · 50.00% | [WRONG]
Testing numbers_001224.png . . . 582170 → 382670 | 4/6 · 66.67% | [WRONG]
Testing numbers_001225.png . . . 02187275 → 02187225 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001226.png . . . 5353 → 5353 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001227.png . . . 3168874 → 3168874 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001228.png . . . 6129454 → 6129401 | 5/7 · 71.43% | [WRONG]
