Testing numbers_000001.png . . . 32223324 → 38227364 | 5/8 · 62.50% | [WRONG]
Testing numbers_000932.png . . . 648393 → 69083 | 2/6 · 33.33% | [WRONG]
Testing numbers_000933.png . . . 63509551 → 63581551 | 6/8 · 75.00% | [WRONG]
Testing numbers_000934.png . . . 09561 → 08561 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000935.png . . . 3272 → 3272 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000936.png . . . 16649761 → 16697968 | 5/8 · 62.50% | [WRONG]
Testing numbers_000937.png . . . 209 → 209 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000938.png . . . 086858 → 086550 | 4/6 · 66.67% | [WRONG]
Testing numbers_000939.png . . . 4366505 → 4866305 | 5/7 · 71.43% | [WRONG]
Testing numbers_000940.png . . . 1798 → 1880 | 1/4 · 25.00% | [WRONG]
Testing numbers_000941.png . . . 9525633 → 8528633 | 5/7 · 71.43% | [WRONG]
Testing numbers_000942.png . . . 937 → 838 | 1/3 · 33.33% | [WRONG]
Testing numbers_000943.png . . . 9516 → 8516 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000944.png . . . 3923536 → 8323535 | 4/7 · 57.14% | [WRONG]
Testing numbers_000945.png . . . 81386041 → 88386041 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000946.png . . . 9436878 → 8436878 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000947.png . . . 7108314 → 3808514 | 4/7 · 57.14% | [WRONG]
Testing numbers_000948.png . . . 659 → 653 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000949.png . . . 757905 → 737705 | 4/6 · 66.67% | [WRONG]
Testing numbers_000950.png . . . 993 → 873 | 1/3 · 33.33% | [WRONG]
Testing numbers_000951.png . . . 82883 → 32883 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000952.png . . . 2320383 → 6320303 | 5/7 · 71.43% | [WRONG]
Testing numbers_000953.png . . . 8507658 → 8507658 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000954.png . . . 75652 → 30652 | 3/5 · 60.00% | [WRONG]
Testing numbers_000955.png . . . 9435412 → 8635482 | 4/7 · 57.14% | [WRONG]
Testing numbers_000956.png . . . 71311671 → 78351671 | 6/8 · 75.00% | [WRONG]
Testing numbers_000957.png . . . 97602063 → 43602063 | 6/8 · 75.00% | [WRONG]
Testing numbers_000958.png . . . 79808 → 33808 | 3/5 · 60.00% | [WRONG]
Testing numbers_000959.png . . . 1200934 → 1200839 | 5/7 · 71.43% | [WRONG]
Testing numbers_000960.png . . . 10894302 → 10834302 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000961.png . . . 15100168 → 15800668 | 6/8 · 75.00% | [WRONG]
Testing numbers_000962.png . . . 174324 → 136374 | 3/6 · 50.00% | [WRONG]
Testing numbers_000963.png . . . 90928 → 70728 | 3/5 · 60.00% | [WRONG]
Testing numbers_000964.png . . . 305 → 305 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000965.png . . . 845 → 845 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000966.png . . . 3605 → 3603 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000967.png . . . 33621 → 33621 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000968.png . . . 300 → 300 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000969.png . . . 892 → 83449 | 0/3 · 0.00% | [WRONG]
Testing numbers_000970.png . . . 45396472 → 40396872 | 6/8 · 75.00% | [WRONG]
Testing numbers_000971.png . . . 2210 → 2210 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000972.png . . . 0046714 → 0046814 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000973.png . . . 4407 → 4408 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000974.png . . . 258388 → 250388 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000975.png . . . 86933860 → 86833360 | 6/8 · 75.00% | [WRONG]
Testing numbers_000976.png . . . 160 → 150 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000977.png . . . 8091153 → 8081853 | 5/7 · 71.43% | [WRONG]
Testing numbers_000978.png . . . 606313 → 606313 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000979.png . . . 1110 → 8810 | 2/4 · 50.00% | [WRONG]
Testing numbers_000980.png . . . 9434 → 8434 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000981.png . . . 370 → 870 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000982.png . . . 174623 → 184623 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000983.png . . . 00708145 → 00200148 | 5/8 · 62.50% | [WRONG]
Testing numbers_000984.png . . . 34106 → 04106 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000985.png . . . 84622 → 84622 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000986.png . . . 1547 → 1047 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000987.png . . . 332726 → 532325 | 3/6 · 50.00% | [WRONG]
Testing numbers_000988.png . . . 42982200 → 42382200 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000989.png . . . 33330895 → 3330888 | 5/8 · 62.50% | [WRONG]
Testing numbers_000990.png . . . 29285600 → 29280600 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000991.png . . . 5640385 → 56404225 | 4/7 · 57.14% | [WRONG]
Testing numbers_000992.png . . . 861100 → 861800 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000993.png . . . 55515 → 25585 | 3/5 · 60.00% | [WRONG]
Testing numbers_000994.png . . . 72183 → 72183 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000995.png . . . 24481 → 246151 | 2/5 · 40.00% | [WRONG]
Testing numbers_000996.png . . . 141035 → 148035 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000997.png . . . 68850 → 68800 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000998.png . . . 141680 → 141680 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000999.png . . . 3465007 → 3465007 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001000.png . . . 64722880 → 64382880 | 6/8 · 75.00% | [WRONG]
Testing numbers_001001.png . . . 07554 → 03854 | 3/5 · 60.00% | [WRONG]
Testing numbers_001002.png . . . 7981 → 7851 | 2/4 · 50.00% | [WRONG]
Testing numbers_001003.png . . . 2029823 → 2029327 | 5/7 · 71.43% | [WRONG]
Testing numbers_001004.png . . . 4062 → 4062 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001005.png . . . 338146 → 333142 | 4/6 · 66.67% | [WRONG]
Testing numbers_001006.png . . . 011 → 031 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001007.png . . . 6640 → 6240 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001008.png . . . 004 → 004 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001009.png . . . 214725 → 214825 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001010.png . . . 62797 → 62343 | 2/5 · 40.00% | [WRONG]
Testing numbers_001011.png . . . 903311 → 8033388 | 2/6 · 33.33% | [WRONG]
Testing numbers_001012.png . . . 7979 → 3437 | 0/4 · 0.00% | [WRONG]
Testing numbers_001013.png . . . 314012 → 314082 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001014.png . . . 32140451 → 221702650 | 3/8 · 37.50% | [WRONG]
Testing numbers_001015.png . . . 0954 → 0757 | 2/4 · 50.00% | [WRONG]
Testing numbers_001016.png . . . 9581 → 8501 | 2/4 · 50.00% | [WRONG]
Testing numbers_001017.png . . . 25476075 → 20432078 | 4/8 · 50.00% | [WRONG]
Testing numbers_001018.png . . . 622 → 622 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001019.png . . . 48313973 → 48315873 | 6/8 · 75.00% | [WRONG]
Testing numbers_001020.png . . . 63677347 → 68678343 | 5/8 · 62.50% | [WRONG]
Testing numbers_001021.png . . . 70494 → 70499 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001022.png . . . 70413195 → 80413136 | 5/8 · 62.50% | [WRONG]
Testing numbers_001023.png . . . 730397 → 730393 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001024.png . . . 6666 → 5626 | 2/4 · 50.00% | [WRONG]
Testing numbers_001025.png . . . 755040 → 355040 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001026.png . . . 44410 → 44480 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001027.png . . . 0865280 → 0863208 | 4/7 · 57.14% | [WRONG]
Testing numbers_001028.png . . . 83858 → 538528 | 3/5 · 60.00% | [WRONG]
Testing numbers_001029.png . . . 00416799 → 50416378 | 4/8 · 50.00% | [WRONG]
Testing numbers_001030.png . . . 394 → 398 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001031.png . . . 0104 → 0109 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001032.png . . . 89967 → 88862 | 2/5 · 40.00% | [WRONG]
Testing numbers_001033.png . . . 4912154 → 4812854 | 5/7 · 71.43% | [WRONG]
Testing numbers_001034.png . . . 8631 → 0631 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001035.png . . . 726126 → 326126 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001036.png . . . 5587378 → 5588381 | 4/7 · 57.14% | [WRONG]
Testing numbers_001037.png . . . 397 → 383 | 1/3 · 33.33% | [WRONG]
Testing numbers_001038.png . . . 51305965 → 91303765 | 5/8 · 62.50% | [WRONG]
Testing numbers_001039.png . . . 11290 → 11270 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001040.png . . . 753 → 353 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001041.png . . . 8555128 → 8055828 | 5/7 · 71.43% | [WRONG]
Testing numbers_001042.png . . . 3816752 → 3812202 | 4/7 · 57.14% | [WRONG]
Testing numbers_001043.png . . . 3807 → 3802 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001044.png . . . 947725 → 742825 | 3/6 · 50.00% | [WRONG]
Testing numbers_001045.png . . . 808238 → 808238 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001046.png . . . 0147606 → 0148606 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001047.png . . . 29246 → 28246 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001048.png . . . 0820537 → 0880533 | 5/7 · 71.43% | [WRONG]
Testing numbers_001049.png . . . 2683 → 2683 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001050.png . . . 87373 → 87333 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001051.png . . . 120 → 820 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001052.png . . . 964 → 868 | 1/3 · 33.33% | [WRONG]
Testing numbers_001053.png . . . 27083076 → 63083026 | 5/8 · 62.50% | [WRONG]
Testing numbers_001054.png . . . 9888 → 7888 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001055.png . . . 54747 → 29347 | 2/5 · 40.00% | [WRONG]
Testing numbers_001056.png . . . 4424105 → 4424105 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001057.png . . . 76342660 → 36342660 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001058.png . . . 4049171 → 4048171 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001059.png . . . 552 → 832 | 1/3 · 33.33% | [WRONG]
Testing numbers_001060.png . . . 68091602 → 63091602 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001061.png . . . 876 → 536 | 1/3 · 33.33% | [WRONG]
Testing numbers_001062.png . . . 5524460 → 7524460 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001063.png . . . 698 → 688 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001064.png . . . 9608869 → 3608868 | 5/7 · 71.43% | [WRONG]
Testing numbers_001065.png . . . 835821 → 835821 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001066.png . . . 1376 → 1336 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001067.png . . . 0146 → 0146 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001068.png . . . 35651231 → 35651238 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001069.png . . . 47732689 → 48732687 | 6/8 · 75.00% | [WRONG]
Testing numbers_001070.png . . . 18534 → 182634 | 3/5 · 60.00% | [WRONG]
Testing numbers_001071.png . . . 7248 → 8248 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001072.png . . . 7294 → 7299 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001073.png . . . 297 → 587 | 1/3 · 33.33% | [WRONG]
Testing numbers_001074.png . . . 93108082 → 83808082 | 6/8 · 75.00% | [WRONG]
Testing numbers_001075.png . . . 9175547 → 3128248 | 2/7 · 28.57% | [WRONG]
Testing numbers_001076.png . . . 271877 → 221883 | 3/6 · 50.00% | [WRONG]
Testing numbers_001077.png . . . 8305410 → 8305810 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001078.png . . . 778972 → 388882 | 2/6 · 33.33% | [WRONG]
Testing numbers_001079.png . . . 4497110 → 4483110 | 5/7 · 71.43% | [WRONG]
Testing numbers_001080.png . . . 655 → 655 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001081.png . . . 84086489 → 84086483 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001082.png . . . 51541 → 51541 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001083.png . . . 08563000 → 08563000 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001084.png . . . 4544464 → 4584969 | 4/7 · 57.14% | [WRONG]
Testing numbers_001085.png . . . 788 → 888 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001086.png . . . 3324315 → 3324315 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001087.png . . . 681350 → 681350 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001088.png . . . 041 → 041 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001089.png . . . 5174982 → 0194882 | 4/7 · 57.14% | [WRONG]
Testing numbers_001090.png . . . 3946 → 3946 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001091.png . . . 1857 → 1053 | 2/4 · 50.00% | [WRONG]
Testing numbers_001092.png . . . 6122 → 6122 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001093.png . . . 04606 → 04606 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001094.png . . . 81601 → 08601 | 3/5 · 60.00% | [WRONG]
Testing numbers_001095.png . . . 349388 → 348380 | 4/6 · 66.67% | [WRONG]
Testing numbers_001096.png . . . 083 → 983 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001097.png . . . 055187 → 053183 | 4/6 · 66.67% | [WRONG]
Testing numbers_001098.png . . . 03427 → 03423 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001099.png . . . 27130 → 23130 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001100.png . . . 587170 → 983130 | 3/6 · 50.00% | [WRONG]
Testing numbers_001101.png . . . 58262 → 53262 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001102.png . . . 9490 → 8840 | 1/4 · 25.00% | [WRONG]
Testing numbers_001103.png . . . 887557 → 833558 | 3/6 · 50.00% | [WRONG]
Testing numbers_001104.png . . . 23698 → 23608 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001105.png . . . 9891226 → 7841225 | 4/7 · 57.14% | [WRONG]
Testing numbers_001106.png . . . 775337 → 325333 | 3/6 · 50.00% | [WRONG]
Testing numbers_001107.png . . . 29343677 → 29343683 | 6/8 · 75.00% | [WRONG]
Testing numbers_001108.png . . . 5681 → 5381 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001109.png . . . 59112 → 89812 | 3/5 · 60.00% | [WRONG]
Testing numbers_001110.png . . . 5332 → 8333 | 2/4 · 50.00% | [WRONG]
Testing numbers_001111.png . . . 14649612 → 14247612 | 6/8 · 75.00% | [WRONG]
Testing numbers_001112.png . . . 1812420 → 1882420 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001113.png . . . 159 → 188 | 1/3 · 33.33% | [WRONG]
Testing numbers_001114.png . . . 986443 → 786443 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001115.png . . . 0565 → 0565 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001116.png . . . 82920 → 82820 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001117.png . . . 602670 → 6022630 | 4/6 · 66.67% | [WRONG]
Testing numbers_001118.png . . . 07440315 → 07640387 | 5/8 · 62.50% | [WRONG]
Testing numbers_001119.png . . . 1945878 → 8890898 | 2/7 · 28.57% | [WRONG]
Testing numbers_001120.png . . . 84923969 → 66923827 | 3/8 · 37.50% | [WRONG]
Testing numbers_001121.png . . . 84113 → 84113 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001122.png . . . 73871 → 33821 | 3/5 · 60.00% | [WRONG]
Testing numbers_001123.png . . . 70360512 → 8032038 | 3/8 · 37.50% | [WRONG]
Testing numbers_001124.png . . . 0051 → 0051 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001125.png . . . 885 → 885 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001126.png . . . 0786538 → 0806538 | 5/7 · 71.43% | [WRONG]
Testing numbers_001127.png . . . 7833 → 8833 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001128.png . . . 1928 → 1920 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001129.png . . . 070 → 020 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001130.png . . . 6517 → 1512 | 2/4 · 50.00% | [WRONG]
Testing numbers_001131.png . . . 69457943 → 68437943 | 6/8 · 75.00% | [WRONG]
Testing numbers_001132.png . . . 77591 → 37331 | 2/5 · 40.00% | [WRONG]
Testing numbers_001133.png . . . 9557 → 9558 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001134.png . . . 1807 → 1807 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001135.png . . . 2298 → 2248 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001136.png . . . 295464 → 285464 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001137.png . . . 133 → 133 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001138.png . . . 147156 → 183156 | 4/6 · 66.67% | [WRONG]
Testing numbers_001139.png . . . 45427268 → 85427268 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001140.png . . . 7070475 → 8070832 | 3/7 · 42.86% | [WRONG]
Testing numbers_001141.png . . . 29596228 → 28086020 | 3/8 · 37.50% | [WRONG]
Testing numbers_001142.png . . . 6093 → 6033 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001143.png . . . 871 → 828 | 1/3 · 33.33% | [WRONG]
Testing numbers_001144.png . . . 5968 → 5868 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001145.png . . . 5413582 → 5413582 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001146.png . . . 4950 → 4730 | 2/4 · 50.00% | [WRONG]
Testing numbers_001147.png . . . 5382234 → 8382234 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001148.png . . . 854185 → 854185 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001149.png . . . 48703884 → 40203564 | 4/8 · 50.00% | [WRONG]
Testing numbers_001150.png . . . 0850194 → 0850194 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001151.png . . . 5276 → 5235 | 2/4 · 50.00% | [WRONG]
Testing numbers_001152.png . . . 3419 → 3419 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001153.png . . . 89327 → 88328 | 3/5 · 60.00% | [WRONG]
Testing numbers_001154.png . . . 120966 → 180926 | 4/6 · 66.67% | [WRONG]
Testing numbers_001155.png . . . 557800 → 357800 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001156.png . . . 48753388 → 48753308 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001157.png . . . 969751 → 864351 | 3/6 · 50.00% | [WRONG]
Testing numbers_001158.png . . . 78108 → 888108 | 3/5 · 60.00% | [WRONG]
Testing numbers_001159.png . . . 328494 → 525484 | 3/6 · 50.00% | [WRONG]
Testing numbers_001160.png . . . 733256 → 833252 | 4/6 · 66.67% | [WRONG]
Testing numbers_001161.png . . . 25468 → 23468 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001162.png . . . 05878 → 05888 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001163.png . . . 89831 → 88801 | 3/5 · 60.00% | [WRONG]
Testing numbers_001164.png . . . 5078033 → 5038033 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001165.png . . . 27128533 → 27828533 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001166.png . . . 45925 → 95925 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001167.png . . . 55036 → 75036 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001168.png . . . 4881889 → 4881839 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001169.png . . . 36444 → 36844 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001170.png . . . 5057 → 3057 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001171.png . . . 380 → 386 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001172.png . . . 8505 → 8505 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001173.png . . . 90530728 → 80530728 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001174.png . . . 93629171 → 93628131 | 6/8 · 75.00% | [WRONG]
Testing numbers_001175.png . . . 8688 → 8688 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001176.png . . . 62522 → 62523 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001177.png . . . 48984339 → 98884333 | 5/8 · 62.50% | [WRONG]
Testing numbers_001178.png . . . 1058164 → 1058164 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001179.png . . . 5567620 → 3567627 | 5/7 · 71.43% | [WRONG]
Testing numbers_001180.png . . . 275 → 225 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001181.png . . . 58900 → 78800 | 3/5 · 60.00% | [WRONG]
Testing numbers_001182.png . . . 351865 → 381865 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001183.png . . . 05392 → 05333 | 3/5 · 60.00% | [WRONG]
Testing numbers_001184.png . . . 8239 → 8238 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001185.png . . . 42884412 → 447584412 | 5/8 · 62.50% | [WRONG]
Testing numbers_001186.png . . . 32472 → 32982 | 3/5 · 60.00% | [WRONG]
Testing numbers_001187.png . . . 6323 → 6323 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001188.png . . . 2478387 → 0478323 | 4/7 · 57.14% | [WRONG]
Testing numbers_001189.png . . . 414622 → 488622 | 4/6 · 66.67% | [WRONG]
Testing numbers_001190.png . . . 9418 → 8418 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001191.png . . . 105006 → 1040006 | 4/6 · 66.67% | [WRONG]
Testing numbers_001192.png . . . 06355 → 06385 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001193.png . . . 76104 → 36804 | 3/5 · 60.00% | [WRONG]
Testing numbers_001194.png . . . 610567 → 610562 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001195.png . . . 5580 → 8580 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001196.png . . . 67577 → 68537 | 3/5 · 60.00% | [WRONG]
Testing numbers_001197.png . . . 6921909 → 6828708 | 3/7 · 42.86% | [WRONG]
Testing numbers_001198.png . . . 35815508 → 35815508 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001199.png . . . 712824 → 812828 | 4/6 · 66.67% | [WRONG]
Testing numbers_001200.png . . . 0052019 → 0052089 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001201.png . . . 55540 → 55540 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001202.png . . . 401908 → 401408 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001203.png . . . 1813 → 1813 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001204.png . . . 8416868 → 5916860 | 4/7 · 57.14% | [WRONG]
Testing numbers_001205.png . . . 94235 → 87230 | 2/5 · 40.00% | [WRONG]
Testing numbers_001206.png . . . 5219 → 0218 | 2/4 · 50.00% | [WRONG]
Testing numbers_001207.png . . . 089840 → 088880 | 4/6 · 66.67% | [WRONG]
Testing numbers_001208.png . . . 5533 → 5537 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001209.png . . . 4149 → 4143 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001210.png . . . 81819 → 81819 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001211.png . . . 193245 → 533240 | 3/6 · 50.00% | [WRONG]
Testing numbers_001212.png . . . 24707 → 24708 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001213.png . . . 05492809 → 05892008 | 5/8 · 62.50% | [WRONG]
Testing numbers_001214.png . . . 7388 → 3385 | 2/4 · 50.00% | [WRONG]
Testing numbers_001215.png . . . 8208686 → 0208686 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001216.png . . . 7226374 → 3826534 | 3/7 · 42.86% | [WRONG]
Testing numbers_001217.png . . . 90581 → 10581 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001218.png . . . 7422323 → 7822323 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001219.png . . . 555 → 255 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001220.png . . . 7583941 → 7533948 | 5/7 · 71.43% | [WRONG]
Testing numbers_001221.png . . . 4483405 → 8483405 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001222.png . . . 479 → 491 | 1/3 · 33.33% | [WRONG]
Testing numbers_001223.png . . . 818779 → 818288 | 3/6 · 50.00% | [WRONG]
Testing numbers_001224.png . . . 582170 → 382670 | 4/6 · 66.67% | [WRONG]
Testing numbers_001225.png . . . 02187275 → 02187235 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001226.png . . . 5353 → 5353 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001227.png . . . 3168874 → 3168878 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001228.png . . . 6129454 → 6129408 | 5/7 · 71.43% | [WRONG]
Testing numbers_001229.png . . . 951857 → 851853 | 4/6 · 66.67% | [WRONG]
Testing numbers_001230.png . . . 6613 → 6613 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001231.png . . . 62408910 → 62408810 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001232.png . . . 5757828 → 5203828 | 4/7 · 57.14% | [WRONG]
Testing numbers_001233.png . . . 921659 → 821658 | 4/6 · 66.67% | [WRONG]
Testing numbers_001234.png . . . 0436708 → 2436708 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001235.png . . . 7870795 → 7880895 | 5/7 · 71.43% | [WRONG]
Testing numbers_001236.png . . . 50619 → 00618 | 3/5 · 60.00% | [WRONG]
Testing numbers_001237.png . . . 386260 → 386260 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001238.png . . . 92262274 → 682263579 | 3/8 · 37.50% | [WRONG]
Testing numbers_001239.png . . . 15563015 → 15563085 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001240.png . . . 2187 → 2183 | 3/4 · 75.00% | [NEAR MATCH]
